STATE,PUMA,PWGTP,AGEP,SEX,RAC1P,HISP,NATIVITY,ANC1P,ANC2P,SCHL,ESR,PINCP
12,09503,85,8,2,6,1,1,314,370,5.0,,
12,09503,62,6,1,6,1,1,314,370,1.0,,
12,09903,458,54,1,9,1,2,370,999,19.0,1.0,103000.0
12,01113,215,38,1,8,1,2,370,999,16.0,1.0,19000.0
12,01113,216,22,2,8,1,2,370,999,1.0,6.0,0.0
12,01113,213,3,1,8,1,1,370,999,1.0,,
12,09502,32,72,1,6,1,2,730,370,17.0,6.0,76900.0
12,05707,58,31,2,9,22,1,370,620,21.0,1.0,70000.0
12,01111,57,62,1,6,1,2,370,999,21.0,6.0,52000.0
12,01111,48,60,2,6,1,2,370,999,16.0,1.0,10000.0
12,01111,57,21,2,6,1,1,370,999,19.0,6.0,0.0
12,01111,94,19,1,6,1,1,370,999,19.0,6.0,0.0
12,01901,377,49,2,6,1,1,615,370,22.0,1.0,13500.0
12,07106,70,61,1,9,1,2,370,999,14.0,1.0,80000.0
12,07106,74,62,2,9,1,2,370,999,14.0,1.0,35000.0
12,11704,109,42,1,9,1,1,902,370,21.0,1.0,59000.0
12,09905,142,7,1,9,1,1,370,335,4.0,,
12,09905,135,5,2,9,1,1,370,335,2.0,,
12,09502,168,61,1,9,1,2,370,999,14.0,1.0,62000.0
12,09502,151,56,2,9,1,2,370,999,15.0,6.0,0.0
12,01104,83,76,1,6,1,2,370,999,21.0,6.0,9100.0
12,08303,65,85,1,9,1,2,370,999,21.0,6.0,56800.0
12,08303,57,83,2,9,1,2,370,999,17.0,6.0,29200.0
12,10302,85,59,2,8,1,2,370,999,17.0,1.0,18000.0
12,09509,107,25,2,9,3,1,261,370,22.0,1.0,35000.0
12,01109,37,58,2,9,1,2,314,370,20.0,6.0,103000.0
12,09506,376,37,1,9,1,2,370,999,19.0,1.0,69000.0
12,09506,388,30,2,9,1,2,370,999,19.0,6.0,0.0
12,01117,382,68,2,8,1,2,370,999,18.0,6.0,55000.0
12,01117,417,72,1,8,1,2,370,999,16.0,6.0,31200.0
12,11702,176,66,1,9,1,2,370,999,22.0,6.0,215600.0
12,11702,97,65,2,9,1,2,370,999,19.0,6.0,33200.0
12,05707,125,33,1,9,1,1,370,022,22.0,1.0,220000.0
13,01303,42,19,2,9,1,1,902,370,16.0,1.0,197000.0
13,01602,59,38,2,2,1,1,370,314,22.0,1.0,95000.0
13,01602,69,6,2,2,1,1,370,314,4.0,,
13,01404,702,23,1,9,1,2,370,999,21.0,1.0,50000.0
13,01408,92,50,1,8,24,2,370,999,19.0,1.0,82200.0
13,01407,305,27,2,9,1,1,308,370,21.0,1.0,86040.0
13,01506,307,55,2,9,1,2,370,999,24.0,1.0,100000.0
13,01506,284,56,1,9,1,2,370,999,21.0,1.0,60000.0
13,01506,441,26,2,2,1,1,370,999,20.0,6.0,0.0
13,01301,50,48,1,9,1,2,370,999,9.0,1.0,36000.0
13,01301,63,52,2,9,1,2,370,999,11.0,1.0,4600.0
13,01301,88,18,1,9,1,2,370,999,15.0,3.0,1200.0
13,01501,92,57,2,9,1,1,022,370,21.0,3.0,6000.0
13,01607,70,66,1,9,1,2,370,999,16.0,1.0,30000.0
13,01607,71,31,2,9,1,2,370,999,21.0,1.0,60000.0
13,01506,510,61,2,2,1,2,370,999,21.0,1.0,30000.0
13,01200,202,27,2,2,1,2,370,999,20.0,6.0,0.0
13,01506,153,52,2,8,1,2,370,050,17.0,1.0,18500.0
13,01506,228,33,1,8,1,2,370,999,17.0,1.0,45000.0
13,01605,46,60,1,9,1,2,370,999,16.0,1.0,126000.0
13,01605,47,55,2,9,1,2,370,999,18.0,6.0,0.0
13,02302,74,62,2,9,1,2,370,329,24.0,1.0,48000.0
13,02302,69,66,1,9,1,2,370,999,17.0,1.0,40000.0
13,02302,107,26,2,2,1,1,370,999,21.0,1.0,18000.0
13,02302,75,80,2,9,1,2,903,370,20.0,6.0,21400.0
13,01502,134,38,2,2,1,1,308,370,21.0,1.0,76400.0
13,00601,93,46,2,6,1,2,615,370,21.0,3.0,0.0
13,01605,43,48,2,8,22,2,370,249,17.0,6.0,0.0
13,01605,69,54,1,8,22,2,370,249,20.0,6.0,131000.0
13,01607,66,59,2,9,1,2,370,999,19.0,1.0,31300.0
13,01607,92,25,2,9,1,1,370,939,16.0,1.0,32400.0
13,01607,86,22,1,2,1,1,370,939,16.0,1.0,33500.0
13,01502,109,46,2,9,1,2,370,999,15.0,1.0,26400.0
13,01607,160,48,1,2,1,2,370,939,22.0,1.0,100000.0
13,01501,176,27,2,9,1,1,370,999,22.0,1.0,53110.0
13,01404,215,35,1,8,1,2,370,999,21.0,1.0,122000.0
13,01304,60,59,1,9,1,2,370,999,21.0,1.0,81000.0
13,01408,49,67,1,2,1,2,370,999,19.0,6.0,4600.0
13,02202,295,23,1,2,1,1,370,999,20.0,1.0,18100.0
13,02202,270,15,1,2,1,1,329,370,13.0,,0.0
13,00500,78,25,1,9,1,1,370,022,18.0,1.0,38600.0
13,01408,204,38,2,2,1,2,370,999,19.0,1.0,40000.0
13,01408,217,40,1,2,1,2,370,999,22.0,1.0,75000.0
13,01506,98,64,2,9,1,2,370,999,1.0,1.0,48000.0
13,01506,186,26,1,9,1,2,370,999,15.0,1.0,29000.0
13,02100,294,53,1,9,1,1,370,541,20.0,6.0,0.0
13,02100,146,4,2,9,3,1,370,541,2.0,,
13,02100,94,82,2,9,1,2,370,999,21.0,6.0,12000.0
13,01407,195,28,2,8,1,1,370,999,23.0,1.0,101000.0
13,01605,192,69,2,2,1,2,370,999,19.0,6.0,1400.0
13,01607,51,56,1,2,1,2,370,999,21.0,1.0,64000.0
13,01607,44,54,2,2,1,2,370,999,1.0,1.0,33000.0
13,01506,95,44,2,9,22,2,370,999,21.0,1.0,24300.0
13,01506,235,22,1,9,1,1,370,999,21.0,6.0,0.0
13,01506,306,13,1,9,1,1,370,999,10.0,,
13,01407,117,32,1,9,1,2,901,370,16.0,1.0,100000.0
13,02201,67,58,2,8,1,2,370,999,16.0,1.0,43000.0
13,02201,70,62,1,8,1,2,370,999,17.0,1.0,98000.0
13,01506,237,62,1,9,1,2,370,999,17.0,2.0,20000.0
13,01506,282,48,2,9,1,2,370,999,19.0,3.0,0.0
13,01603,61,57,1,9,1,2,335,370,20.0,1.0,76000.0
13,01603,56,60,2,9,1,2,335,370,17.0,6.0,10.0
13,01603,78,26,1,9,1,1,335,370,19.0,1.0,62000.0
13,01505,440,37,2,2,1,1,325,370,21.0,1.0,55000.0
13,01501,77,21,2,9,1,1,370,999,21.0,1.0,33340.0
13,01505,68,61,2,2,1,2,370,999,22.0,1.0,154000.0
13,01505,62,62,1,2,1,2,370,999,21.0,1.0,133000.0
13,01100,163,44,2,2,1,2,370,999,22.0,1.0,77000.0
13,01303,412,50,2,9,1,1,903,370,21.0,1.0,60000.0
13,01603,173,44,2,2,3,1,261,370,22.0,1.0,181500.0
13,01603,186,12,1,2,3,1,261,370,9.0,,
13,01603,174,8,2,2,3,1,261,370,5.0,,
13,01603,174,8,2,2,3,1,261,370,4.0,,
13,01607,79,64,1,2,1,2,370,999,16.0,6.0,9000.0
13,04701,103,35,2,9,1,2,370,999,18.0,1.0,34800.0
13,02202,160,47,2,9,1,2,615,370,21.0,1.0,30000.0
13,01607,70,39,1,2,1,2,370,999,21.0,1.0,56000.0
13,02800,35,33,2,2,1,1,370,999,18.0,1.0,36000.0
13,02202,55,67,2,9,1,2,370,999,24.0,6.0,36000.0
13,02202,46,72,1,9,1,2,370,999,15.0,6.0,28000.0
13,02202,74,43,2,9,1,2,370,999,21.0,1.0,5500.0
13,01606,33,34,2,8,2,1,210,370,22.0,1.0,55000.0
13,01606,26,33,1,8,2,1,210,370,16.0,1.0,20000.0
13,01502,48,69,1,9,1,2,370,999,20.0,6.0,108000.0
13,01502,55,65,2,9,1,2,370,999,17.0,6.0,25900.0
13,01504,153,29,1,9,1,1,370,999,23.0,1.0,63000.0
13,01407,200,63,2,6,1,2,370,999,17.0,6.0,0.0
13,01607,63,46,1,9,1,2,370,999,16.0,1.0,37000.0
13,01607,82,12,1,9,1,1,901,370,9.0,,
13,01301,73,35,2,9,1,2,370,999,22.0,1.0,181380.0
13,03800,129,22,2,9,1,2,370,999,16.0,1.0,500.0
13,03800,149,47,2,9,1,2,370,999,18.0,6.0,0.0
15,00301,96,41,1,9,1,2,370,999,21.0,1.0,29000.0
15,00301,75,27,2,9,1,2,370,999,21.0,1.0,60000.0
16,00800,45,38,1,6,1,2,370,999,24.0,1.0,92000.0
17,09701,57,60,2,8,1,2,370,999,19.0,1.0,48500.0
17,04305,260,28,2,8,1,1,370,999,22.0,1.0,85000.0
17,03118,80,34,2,8,1,1,370,999,21.0,1.0,90500.0
18,00104,58,62,2,8,1,2,370,999,15.0,1.0,15000.0
18,01200,204,56,2,9,1,2,370,999,16.0,6.0,7000.0
18,01200,328,23,1,9,1,1,370,032,16.0,1.0,30000.0
18,01200,394,17,1,9,1,1,370,032,14.0,1.0,9000.0
18,02405,45,62,1,9,1,1,370,999,16.0,6.0,0.0
18,02402,104,45,1,8,1,2,370,939,16.0,6.0,12000.0
21,01704,50,41,1,9,1,1,370,195,21.0,1.0,111000.0
21,01704,60,9,1,9,1,1,195,370,6.0,,
21,01704,60,5,1,9,1,1,195,370,2.0,,
22,01000,11,58,2,9,1,2,370,999,17.0,6.0,0.0
22,00700,24,43,1,9,1,1,903,370,20.0,1.0,65300.0
22,01503,244,79,2,1,1,2,022,370,22.0,6.0,175180.0
22,00300,15,62,1,9,1,2,370,999,18.0,1.0,121000.0
24,01007,176,62,2,2,1,2,370,999,16.0,3.0,1000.0
24,00502,263,90,1,9,1,2,370,999,20.0,6.0,4500.0
24,01004,153,33,2,8,1,1,914,370,19.0,1.0,67000.0
24,01102,25,50,1,6,1,2,370,914,24.0,1.0,611000.0
24,01102,25,79,1,6,1,2,370,999,16.0,6.0,8000.0
24,01005,64,77,2,2,1,2,370,999,19.0,6.0,25400.0
24,01102,75,74,1,9,1,2,370,999,21.0,6.0,33200.0
24,01102,72,71,2,9,1,2,370,999,16.0,1.0,66000.0
24,01102,74,68,2,9,1,2,370,999,16.0,1.0,78000.0
24,01105,196,65,1,9,1,2,370,999,21.0,1.0,7000.0
24,01203,83,24,2,9,1,2,370,999,21.0,1.0,90000.0
24,01007,366,31,2,9,2,1,210,370,21.0,1.0,105500.0
24,01006,474,0,1,9,11,1,226,370,,,
24,01006,104,26,1,9,1,1,370,914,19.0,1.0,81000.0
24,01005,30,66,2,2,1,2,370,999,20.0,1.0,31700.0
24,00902,132,49,2,9,1,2,370,330,21.0,2.0,50000.0
24,00902,87,48,1,9,1,2,370,999,18.0,1.0,90000.0
24,00902,145,15,1,2,1,1,370,999,13.0,,0.0
24,00902,125,14,1,2,1,2,370,999,12.0,,
24,00901,93,45,1,6,1,2,370,999,19.0,1.0,65000.0
24,01105,59,53,2,2,1,1,308,370,23.0,1.0,611000.0
24,01700,94,46,2,9,1,2,903,370,20.0,1.0,58000.0
24,01700,180,18,2,2,1,1,902,370,18.0,3.0,0.0
24,01700,132,11,2,2,1,1,902,370,8.0,,
24,01106,24,76,1,6,1,2,370,999,22.0,6.0,84000.0
24,01106,43,75,2,6,1,2,370,999,20.0,6.0,10300.0
24,01102,56,31,2,9,1,1,308,370,22.0,1.0,80000.0
24,01006,95,31,1,8,1,1,370,999,19.0,1.0,130000.0
24,01006,157,3,1,9,1,1,370,999,1.0,,
24,01106,100,73,2,2,1,2,370,999,16.0,6.0,31000.0
24,01102,72,58,2,2,1,2,903,370,22.0,1.0,78000.0
24,00700,702,48,1,2,1,1,902,370,19.0,6.0,45000.0
24,00700,480,13,1,2,1,1,902,370,10.0,,
24,01105,108,63,2,9,1,2,370,999,20.0,6.0,11000.0
24,01105,119,67,1,9,1,2,370,999,23.0,1.0,148600.0
24,01700,49,44,2,8,1,2,370,615,22.0,6.0,5000.0
24,01104,121,43,1,2,1,2,370,999,19.0,1.0,82000.0
24,01107,62,70,2,9,1,2,370,999,19.0,6.0,30800.0
24,01103,41,77,2,9,1,2,370,999,20.0,6.0,11600.0
24,00602,62,52,2,9,22,1,370,335,21.0,1.0,72800.0
24,01103,82,64,1,9,1,2,370,999,16.0,1.0,70000.0
24,01103,88,61,2,9,1,2,370,999,16.0,1.0,52000.0
24,00903,64,27,2,2,1,1,308,370,22.0,1.0,65000.0
24,01003,307,20,1,9,1,1,314,370,19.0,6.0,670.0
24,01106,55,57,2,2,1,2,370,999,19.0,1.0,105400.0
24,01101,295,42,2,9,1,1,314,370,21.0,1.0,92000.0
24,01004,78,37,2,8,1,2,370,999,22.0,1.0,108000.0
24,01004,75,4,2,9,1,1,615,370,2.0,,
24,01004,74,3,2,9,1,1,615,370,2.0,,
24,01201,136,51,2,2,1,1,902,370,22.0,1.0,95000.0
24,01300,49,67,2,8,1,2,370,999,16.0,6.0,15000.0
24,01300,83,30,1,8,1,1,370,999,19.0,1.0,115000.0
24,01300,86,27,2,8,1,1,370,999,16.0,1.0,30000.0
24,01105,121,30,1,8,1,1,370,999,21.0,1.0,109000.0
24,00804,48,25,2,2,1,1,308,370,23.0,1.0,20000.0
24,00804,55,21,1,2,1,1,308,370,16.0,6.0,2500.0
24,01007,52,68,1,9,1,2,370,999,20.0,1.0,51000.0
24,01007,43,53,2,9,1,2,370,999,17.0,1.0,23000.0
24,01107,321,50,2,9,1,2,370,999,20.0,1.0,39000.0
24,01001,96,48,2,9,1,2,370,999,21.0,1.0,65000.0
24,00903,182,40,2,2,1,1,370,999,21.0,1.0,68200.0
24,00502,115,73,2,8,1,2,940,370,17.0,6.0,4500.0
24,01103,311,53,2,2,1,2,370,999,16.0,1.0,40000.0
25,00606,57,43,1,9,1,1,129,370,19.0,6.0,2900.0
25,00611,76,72,1,2,1,1,370,999,19.0,6.0,1960.0
25,00611,51,27,2,2,1,2,308,370,21.0,1.0,41400.0
25,00610,77,26,2,9,1,1,370,308,20.0,1.0,37000.0
25,00610,102,2,1,2,1,1,301,370,,,
25,00902,94,24,2,9,1,1,370,939,21.0,1.0,80000.0
25,00505,272,43,2,9,1,2,370,999,21.0,1.0,69900.0
25,00505,385,55,1,9,1,2,370,999,21.0,1.0,107000.0
25,00806,149,36,2,9,1,2,370,336,22.0,1.0,137050.0
25,00802,46,34,1,9,1,1,680,370,21.0,1.0,205000.0
26,01002,125,30,1,9,1,1,020,370,19.0,1.0,16000.0
26,03203,181,24,1,8,1,2,370,999,23.0,6.0,0.0
27,01606,120,56,2,2,1,2,370,249,18.0,1.0,12000.0
27,01606,164,28,2,8,1,2,370,999,19.0,1.0,43000.0
27,00101,243,16,1,9,1,1,050,370,12.0,1.0,1500.0
27,00101,240,13,1,9,1,1,050,370,10.0,,
27,01703,118,19,2,9,1,1,177,370,16.0,1.0,500.0
27,01603,472,36,1,9,1,1,370,999,16.0,6.0,150000.0
27,01603,441,40,2,9,2,2,370,999,16.0,1.0,50000.0
27,01604,132,69,1,6,1,2,370,615,16.0,6.0,20700.0
27,01503,299,25,1,9,1,1,902,370,21.0,1.0,174500.0
27,01607,155,54,2,9,1,2,370,999,16.0,1.0,68000.0
27,01607,128,18,2,9,1,2,370,999,16.0,1.0,18000.0
27,01702,43,44,2,9,1,1,370,999,5.0,1.0,50000.0
27,01702,38,22,1,9,1,1,370,999,19.0,1.0,40000.0
27,01702,37,19,1,9,1,1,370,999,16.0,1.0,17670.0
28,01800,46,20,1,2,1,1,902,370,18.0,6.0,12000.0
32,00409,47,47,1,2,1,2,370,999,23.0,1.0,250000.0
34,01407,16,76,1,9,1,2,370,999,16.0,6.0,0.0
34,00601,146,68,1,6,1,2,370,999,16.0,1.0,76000.0
34,00601,114,68,2,6,1,2,370,999,16.0,6.0,20000.0
34,00603,68,30,1,6,1,1,370,999,21.0,1.0,160000.0
34,01003,268,62,1,9,1,2,370,999,22.0,1.0,117520.0
34,01003,92,58,2,9,1,2,370,999,19.0,1.0,76140.0
34,00601,39,72,1,8,1,2,730,370,23.0,1.0,70870.0
34,00601,55,71,2,8,1,2,730,370,16.0,1.0,47700.0
34,01402,67,40,2,2,1,1,370,999,21.0,1.0,46600.0
34,00602,150,49,2,9,1,2,370,999,20.0,1.0,50000.0
34,00602,152,74,1,8,1,2,370,999,15.0,6.0,9600.0
34,00602,101,72,2,8,1,2,370,999,15.0,6.0,7200.0
34,00307,53,42,2,9,1,1,370,999,15.0,6.0,0.0
34,00307,61,5,2,9,1,1,051,370,2.0,,
34,00307,59,3,2,9,1,1,051,370,2.0,,
34,01407,340,54,2,9,22,2,370,249,16.0,1.0,10000.0
34,01407,308,21,1,2,1,1,370,999,20.0,6.0,0.0
34,01903,54,57,1,6,1,2,370,999,21.0,6.0,58000.0
34,01903,58,56,2,6,1,2,370,999,18.0,6.0,20000.0
34,01502,69,48,1,9,5,1,275,370,21.0,1.0,6200.0
34,02501,58,20,1,2,1,1,370,999,16.0,1.0,34300.0
34,01401,53,42,1,8,1,1,370,999,21.0,1.0,139000.0
34,01405,135,79,2,6,1,2,370,999,16.0,1.0,28000.0
34,00502,52,34,2,9,1,1,370,618,20.0,1.0,75300.0
34,00604,216,27,2,9,1,2,370,999,21.0,1.0,26000.0
34,01402,194,49,2,2,1,2,370,999,16.0,1.0,19000.0
34,01402,235,56,1,2,1,2,370,999,16.0,1.0,72000.0
34,01402,364,18,1,2,1,2,370,999,14.0,6.0,0.0
34,02201,46,55,1,6,1,2,370,999,20.0,1.0,110000.0
34,02201,74,53,2,6,1,2,370,999,20.0,1.0,20600.0
34,00906,76,37,2,2,1,1,370,999,20.0,1.0,60000.0
34,01407,244,33,1,9,1,1,370,999,21.0,1.0,54000.0
34,00901,57,58,2,6,1,2,730,370,21.0,1.0,250000.0
34,00901,73,61,1,6,1,2,730,370,21.0,1.0,150000.0
34,01407,226,60,1,2,1,2,370,999,18.0,3.0,500.0
34,01407,251,23,2,2,1,1,900,370,19.0,1.0,12000.0
34,00903,28,63,1,9,1,2,370,999,15.0,6.0,93600.0
34,00903,29,54,2,9,1,2,370,999,15.0,1.0,28200.0
34,00903,53,30,1,9,1,1,370,939,18.0,2.0,42200.0
34,00903,39,70,1,9,1,2,370,999,15.0,6.0,0.0
34,00307,81,49,1,9,1,1,084,370,20.0,1.0,150000.0
34,00504,39,33,2,9,1,2,918,370,22.0,1.0,84000.0
34,01402,172,59,1,2,1,2,370,999,16.0,1.0,55000.0
34,01402,169,56,2,2,1,2,370,999,16.0,1.0,33000.0
34,01402,231,24,2,2,1,1,370,999,21.0,1.0,5700.0
34,01402,232,21,2,2,1,1,370,999,19.0,6.0,0.0
34,01402,247,0,1,2,1,1,370,999,,,
34,01407,65,94,2,8,1,2,370,999,11.0,6.0,0.0
34,01407,50,66,1,8,1,2,370,999,20.0,1.0,37900.0
34,00304,31,34,2,6,1,1,370,999,18.0,6.0,30000.0
34,00605,157,27,1,9,1,2,370,999,18.0,1.0,80000.0
34,00601,98,33,2,9,1,1,308,370,21.0,1.0,286000.0
34,01501,173,31,2,8,1,1,370,999,19.0,1.0,39000.0
34,01901,112,44,2,6,1,2,370,999,8.0,1.0,2100.0
34,01901,76,22,2,6,1,1,370,999,19.0,6.0,7000.0
34,01901,77,18,2,6,1,1,370,999,18.0,6.0,0.0
34,00602,260,56,2,6,1,2,370,999,17.0,1.0,10400.0
34,01105,81,24,2,6,1,1,370,999,21.0,1.0,20000.0
34,00901,56,28,2,9,1,2,370,999,22.0,1.0,100000.0
34,01901,202,37,2,2,1,2,370,999,19.0,3.0,0.0
34,01901,263,13,2,2,1,1,902,370,10.0,,
34,01901,266,9,1,2,1,1,902,370,6.0,,
34,00602,70,44,1,8,1,2,370,615,23.0,1.0,260000.0
34,01904,65,31,2,2,1,1,370,999,22.0,1.0,98800.0
34,01002,108,31,1,8,1,1,370,999,20.0,1.0,50000.0
34,01407,371,34,2,9,1,1,541,370,20.0,1.0,43300.0
34,01501,304,35,1,2,1,2,370,999,16.0,1.0,96000.0
34,00601,81,67,2,6,1,2,370,999,16.0,1.0,20000.0
34,02001,85,48,1,2,1,2,370,999,16.0,1.0,12000.0
34,01405,265,66,1,9,1,2,370,999,16.0,1.0,14000.0
34,01405,416,42,2,9,1,2,370,999,16.0,6.0,31000.0
34,01405,563,22,2,9,1,2,370,999,16.0,6.0,25000.0
34,01405,411,20,1,9,1,2,370,999,15.0,6.0,28000.0
34,01405,286,15,2,9,1,2,370,999,13.0,,0.0
34,01405,83,66,1,8,1,2,370,999,21.0,6.0,46700.0
34,01404,44,75,2,9,1,2,370,999,19.0,6.0,84600.0
34,01504,73,86,1,9,1,2,370,999,21.0,6.0,39400.0
34,01901,62,37,2,9,1,2,370,999,21.0,1.0,65000.0
34,01901,82,37,1,9,1,2,370,999,17.0,6.0,6000.0
34,01001,320,70,2,9,1,2,370,999,16.0,6.0,20400.0
34,00602,60,67,2,1,1,2,370,999,19.0,1.0,32000.0
34,01403,81,44,2,9,1,1,615,370,22.0,6.0,24000.0
34,01405,117,33,2,2,1,2,370,999,20.0,1.0,18000.0
34,01402,33,60,2,9,1,2,370,999,16.0,1.0,38000.0
34,01402,248,32,2,9,1,2,370,999,21.0,1.0,80000.0
34,01402,198,31,2,9,1,2,370,999,20.0,1.0,55000.0
34,01402,192,60,1,9,1,2,370,999,17.0,1.0,20000.0
34,01402,180,12,2,2,1,1,370,084,9.0,,
34,01402,212,5,1,2,1,1,370,902,2.0,,
34,01205,121,22,1,8,1,1,308,370,20.0,1.0,8000.0
34,01205,108,21,2,8,1,1,308,370,20.0,1.0,3500.0
34,01106,14,49,2,2,1,2,370,999,20.0,1.0,17000.0
34,00605,396,38,2,9,1,2,370,999,21.0,1.0,90000.0
34,01002,212,34,1,8,1,2,370,999,19.0,1.0,35000.0
34,01002,228,33,2,8,1,2,370,999,18.0,1.0,60000.0
34,01002,124,5,1,8,1,1,370,999,2.0,,
34,00301,148,40,1,2,1,1,370,999,22.0,1.0,120000.0
34,01903,177,28,1,9,1,2,370,999,16.0,1.0,42000.0
34,01903,114,25,2,9,1,2,370,999,16.0,1.0,41000.0
34,01501,55,56,2,2,1,2,370,999,19.0,2.0,104250.0
34,00602,77,41,2,8,1,2,370,914,15.0,1.0,106000.0
34,00602,25,19,2,9,1,2,370,999,16.0,1.0,6000.0
34,00602,69,70,2,6,1,2,370,999,15.0,6.0,102700.0
34,01406,45,33,2,6,1,2,370,999,21.0,1.0,101000.0
